,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
1200,Raymond King - Aflac Insurance Agent,OPERATIONAL,"30 Deer Run Drive, Ellerslie",32.6266154,-84.78530079999999,"32.6266154,-84.78530079999999",Ellerslie,Georgia,Harris County,Aflac
1201,Mutual of Omaha Allen Perteet,OPERATIONAL,"212 West Main Street, Manchester",32.8528794,-84.6153752,"32.8528794,-84.6153752",Manchester,Georgia,Meriwether County,Mutual of Omaha Allen Perteet
1202,Lynne Hudgins Schorr - Aflac Insurance Agent,OPERATIONAL,"8008 Garrett Creek Court, Midland",32.560794,-84.82226999999999,"32.56079400000001,-84.82226999999999",Columbus,Georgia,Muscogee County,Aflac
1203,Frank R Griffin Jr (chip) - Aflac Insurance Agent,OPERATIONAL,"8601 Garrett Road, Midland",32.573828000000006,-84.827528,"32.573828000000006,-84.827528",Columbus,Georgia,Muscogee County,Aflac
1204,Travis Greene - State Farm Insurance Agent,OPERATIONAL,"4905 Warm Springs Road, Columbus",32.529387,-84.91150390000001,"32.529387,-84.91150390000001",Columbus,Georgia,Muscogee County,Statefarm
1205,McKibben Insurance,OPERATIONAL,"3740 Macon Road C, Columbus",32.489904700000004,-84.9300867,"32.489904700000004,-84.93008669999998",Columbus,Georgia,Muscogee County,McKibben Insurance
1206,The Ellis Agency Inc: Allstate Insurance,OPERATIONAL,"1601 Monte Sano Avenue, Augusta",33.4682307,-82.028759,"33.4682307,-82.028759",Augusta,Georgia,Richmond County,Allstate
1207,Health Net,OPERATIONAL,"3121 Peach Orchard Road, Augusta",33.41125,-82.027387,"33.41125,-82.027387",Augusta,Georgia,Richmond County,Health Net
1208,Abstract Group Inc,OPERATIONAL,"4290 Bells Ferry Road Suite 106, Kennesaw",34.055243100000006,-84.553638,"34.055243100000006,-84.55363799999998",Kennesaw,Georgia,Cobb County,Abstract Group Inc
1209,Farmers Insurance - Garland Moon,OPERATIONAL,"111 East Gaines Street, Dublin",32.5416458,-82.9041872,"32.5416458,-82.9041872",Dublin,Georgia,Laurens County,Farmers Insurance - Garland Moon
1210,"Starr Mathews Agency, Inc.",OPERATIONAL,"114 West Cuyler Street, Dalton",34.769967799999996,-84.96855450000001,"34.769967799999996,-84.96855450000002",Dalton,Georgia,Whitfield County,"Starr Mathews Agency, Inc."
1211,Houze & Associates,OPERATIONAL,"308 Church Street, LaGrange",33.0431145,-85.031533,"33.0431145,-85.031533",LaGrange,Georgia,Troup County,Houze & Associates
1212,Michelle Cornett: Allstate Insurance,OPERATIONAL,"101 New Franklin Road, LaGrange",33.043947499999994,-85.0306499,"33.04394749999999,-85.0306499",LaGrange,Georgia,Troup County,Allstate
1213,Georgia Senior Benefits,OPERATIONAL,"Post Office Box 115, LaGrange",33.0362218,-85.0322444,"33.0362218,-85.0322444",LaGrange,Georgia,Troup County,Georgia Senior Benefits
1214,Ace-Williams Auto Insurance,OPERATIONAL,"121 Mooty Bridge Road, LaGrange",33.052500699999996,-85.03017690000001,"33.052500699999996,-85.03017690000001",LaGrange,Georgia,Troup County,Ace-Williams Auto Insurance
1215,Budget Auto Insurance,OPERATIONAL,"114 Hill Street Ste B, LaGrange",33.0411166,-85.0257618,"33.0411166,-85.02576180000001",LaGrange,Georgia,Troup County,Budget Auto Insurance
1216,Diverse Insurance,OPERATIONAL,"36 Lafayette Parkway, LaGrange",33.038711600000006,-85.0302552,"33.038711600000006,-85.0302552",LaGrange,Georgia,Troup County,Diverse Insurance
1217,Frontier Adjusters Inc,OPERATIONAL,"2113 White Oak Drive, Valdosta",30.8535,-83.3037,"30.8535,-83.30369999999998",Valdosta,Georgia,Lowndes County,Frontier Adjusters Inc
1218,PARAMOUNT BENEFITS GROUP,OPERATIONAL,"119 North Patterson Street, Valdosta",30.8313028,-83.27897,"30.8313028,-83.27897",Valdosta,Georgia,Lowndes County,PARAMOUNT BENEFITS GROUP
1219,Alfa Insurance,OPERATIONAL,"100 North Patterson Street unit unit b, Valdosta",30.830608399999996,-83.2795153,"30.830608399999996,-83.27951530000001",Valdosta,Georgia,Lowndes County,Alfa
1220,Wilson Insurance Agency,OPERATIONAL,"2218 Palmyra Road, Albany",31.6084102,-84.173218,"31.6084102,-84.17321799999998",Albany,Georgia,Dougherty County,Wilson Insurance Agency
1221,Albany Insurance Mart,OPERATIONAL,"813 N Slappey Blvd &, West 2nd Avenue, Albany",31.5889479,-84.1765738,"31.5889479,-84.1765738",Albany,Georgia,Dougherty County,Albany Insurance Mart
1222,Lawrence Brown Insurance Agency,OPERATIONAL,"2537 Lafayette Plaza Drive b, Albany",31.611943,-84.222247,"31.61194299999999,-84.222247",Albany,Georgia,Dougherty County,Lawrence Brown Insurance Agency
1223,Gary Kincaid Insurance,OPERATIONAL,"1009 Central Avenue, Tifton",31.4625076,-83.5072423,"31.4625076,-83.5072423",Tifton,Georgia,Tift County,Gary Kincaid Insurance
1224,Phil Kinney Agency,OPERATIONAL,"1031 Park Drive Suite 3, Watkinsville",33.8733232,-83.4377333,"33.8733232,-83.43773329999998",Watkinsville,Georgia,Oconee County,Phil Kinney Agency
1225,Doug Newman - State Farm Insurance Agent,OPERATIONAL,"228 North Peachtree Street, Lincolnton",33.795749,-82.4774689,"33.79574900000001,-82.47746889999998",Lincolnton,Georgia,Lincoln County,Statefarm
1226,Ruta Oldham - COUNTRY Financial representative,OPERATIONAL,"4357 Washington Road Ste C, Evans",33.5417178,-82.13209140000001,"33.5417178,-82.13209140000001",Evans,Georgia,Columbia County,Country
1227,Satcher Insurance Services,OPERATIONAL,"4210 Columbia Road Building 1A, Martinez",33.5061471,-82.1171766,"33.5061471,-82.1171766",Martinez,Georgia,Columbia County,Satcher Insurance Services
1228,Ticor Title Insurance,OPERATIONAL,"5775 Peachtree Dunwoody Road, Sandy Springs",33.9116643,-84.3504921,"33.9116643,-84.35049210000003",Sandy Springs,Georgia,Fulton County,Ticor Title Insurance
1229,Markel Corporation,OPERATIONAL,"1 Glenlake Parkway Northeast # 1200, Atlanta",33.9343619,-84.3593359,"33.9343619,-84.35933589999998",Sandy Springs,Georgia,Fulton County,Markel Corporation
1230,Bryan Sasser - State Farm Insurance Agent,OPERATIONAL,"167 North Main Street, Jonesboro",33.5251966,-84.35471779999999,"33.5251966,-84.35471779999999",Jonesboro,Georgia,Clayton County,Statefarm
1231,"Insphere Insurance Solutions, Inc",OPERATIONAL,"7490 Wilkerson Road, Stockbridge",33.5859233,-84.246113,"33.5859233,-84.246113",Stockbridge,Georgia,Henry County,"Insphere Insurance Solutions, Inc"
1232,"myhealthquote, inc.",OPERATIONAL,"7 Tapestry Lane, Newnan",33.3658063,-84.741443,"33.3658063,-84.74144299999998",Newnan,Georgia,Coweta County,"myhealthquote, inc."
1233,Jess Shirley Insurance,OPERATIONAL,"36 South Court Square floor 2, Newnan",33.3742293,-84.79992159999999,"33.3742293,-84.79992159999999",Newnan,Georgia,Coweta County,Jess Shirley Insurance
1234,Ricketson Insurance & Realty,OPERATIONAL,"208 North Main Street, Wrens",33.2097936,-82.3867934,"33.2097936,-82.3867934",Wrens,Georgia,Jefferson County,Ricketson Insurance & Realty
1235,Georgia Farm Bureau,OPERATIONAL,"506 West Church Street, Sandersville",32.9820536,-82.81874300000001,"32.9820536,-82.81874300000001",Sandersville,Georgia,Washington County,Farm Bureau
1236,Direct Auto Insurance,OPERATIONAL,"10747 Ford Avenue, Richmond Hill",31.9393825,-81.30360959999999,"31.93938249999999,-81.30360959999999",Richmond Hill,Georgia,Bryan County,Direct Auto Insurance
1237,Parker Insurance & Realty Co: Lamb Jimmie Ann,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.88590140000001,"31.6044843,-81.88590140000001",Jesup,Georgia,Wayne County,Parker Insurance & Realty Co: Lamb Jimmie Ann
1238,Howard Hardaway - State Farm Insurance Agent,OPERATIONAL,"6055 Hwy 124 W, Unit 106, Hoschton",34.1066397,-83.70355649999999,"34.1066397,-83.70355649999998",Hoschton,Georgia,Jackson County,Statefarm
1239,Direct Auto Insurance,OPERATIONAL,"3907 Victory Drive, Columbus",32.411826899999994,-84.94098149999999,"32.411826899999994,-84.94098149999998",Columbus,Georgia,Muscogee County,Direct Auto Insurance
1240,"Southern Harvest Insurance Agency, Inc.",OPERATIONAL,"2164 Fort Benning Road, Columbus",32.414550899999995,-84.9415885,"32.414550899999995,-84.9415885",Columbus,Georgia,Muscogee County,"Southern Harvest Insurance Agency, Inc."
1241,A-1 Auto Insurance,OPERATIONAL,"3603 Victory Drive, Columbus",32.420488899999995,-84.9452278,"32.420488899999995,-84.9452278",Columbus,Georgia,Muscogee County,A-1 Auto Insurance
1242,Walker Enterprises Insurance,OPERATIONAL,"3728 Caspian Drive, Columbus",32.4391217,-84.9303103,"32.4391217,-84.9303103",Columbus,Georgia,Muscogee County,Walker Enterprises Insurance
1243,The Dan Menefee Insurance Agency,OPERATIONAL,"132 North Oakley Drive #6, Columbus",32.448041700000005,-84.92879079999999,"32.448041700000005,-84.92879079999999",Columbus,Georgia,Muscogee County,The Dan Menefee Insurance Agency
1244,TCIS Complete Insurance Source,OPERATIONAL,"155 Marquis Drive, Fayetteville",33.4511885,-84.4812286,"33.45118850000001,-84.4812286",Fayetteville,Georgia,Fayette County,TCIS Complete Insurance Source
1245,Farmers Insurance - Craig Cheever,OPERATIONAL,"3 1/2 Jackson Street Ste A, Newnan",33.375405900000004,-84.8001593,"33.37540589999999,-84.80015929999998",Newnan,Georgia,,Farmers Insurance - Craig Cheever
1246,Cigna,OPERATIONAL,"5081 Georgia 114, Lyerly",34.4168896,-85.39225090000001,"34.4168896,-85.39225090000001",Lyerly,Georgia,Chattooga County,Cigna
1247,Check Into Cash Title Pawn,OPERATIONAL,"11109-11111, Commerce Street, Summerville",34.493112599999996,-85.337705,"34.493112599999996,-85.337705",Summerville,Georgia,Chattooga County,Check Into Cash Title Pawn
1248,"Susan Cooper, Long Term Care Insurance",OPERATIONAL,"19 Pine Valley Road, Rome",34.24301320000001,-85.202804,"34.24301320000001,-85.202804",Rome,Georgia,Floyd County,"Susan Cooper, Long Term Care Insurance"
1249,Georgia Farm Bureau,OPERATIONAL,"101 Memorial Drive, Reidsville",32.0807923,-82.1104103,"32.08079230000001,-82.1104103",Reidsville,Georgia,Tattnall County,Farm Bureau
1250,Prudential| William Lewis | Life Insurance & Annuities,OPERATIONAL,"3343 Peachtree Road Northeast #700, Atlanta",33.847022700000004,-84.36668540000001,"33.847022700000004,-84.36668540000001",Atlanta,Georgia,Fulton County,Prudential| William Lewis | Life Insurance & Annuities
1251,The MT Insurance Agency,OPERATIONAL,"505 East Railroad Street, Jeffersonville",32.6709909,-83.3269368,"32.6709909,-83.3269368",Jeffersonville,Georgia,Twiggs County,The MT Insurance Agency
1252,Alfa Insurance - Hall Harden Agency,OPERATIONAL,"2257 Heath Road Ste A1, Macon",32.8333363,-83.7456432,"32.8333363,-83.74564319999998",Macon,Georgia,Bibb County,Alfa
1253,Tim Hutcheson - State Farm Insurance Agent,OPERATIONAL,"149 South Cherokee Road, Social Circle",33.6556625,-83.71931790000001,"33.6556625,-83.71931790000001",Social Circle,Georgia,Walton County,Statefarm
1254,Brookridge Benefits LLC,OPERATIONAL,"1205 Brooklet South Drive, Brooklet",32.3358548,-81.69660340000001,"32.33585479999999,-81.69660340000001",Brooklet,Georgia,Bulloch County,Brookridge Benefits LLC
1255,Diversified Insurance Services: Blackburn Robert K,OPERATIONAL,"304 South Walnut Street # S, Statesboro",32.4409389,-81.7852385,"32.4409389,-81.78523849999998",Statesboro,Georgia,Bulloch County,Diversified Insurance Services: Blackburn Robert K
1256,Rick Knight - State Farm Insurance Agent,OPERATIONAL,"409 Copeland Lane, Hamilton",32.7567213,-84.8753627,"32.7567213,-84.8753627",Hamilton,Georgia,Harris County,Statefarm
1257,"Spears Insurance Services, LLC",OPERATIONAL,"747 Gardens View Drive, Chipley Village, Pine Mountain",32.852954,-84.8463218,"32.852954,-84.8463218",Pine Mountain,Georgia,Harris County,"Spears Insurance Services, LLC"
1258,Adams Insurance Services,OPERATIONAL,"1325 U.S. 19 N, Thomaston",32.9296006,-84.3343196,"32.9296006,-84.3343196",Thomaston,Georgia,Upson County,Adams Insurance Services
1259,Georgia Farm Bureau,OPERATIONAL,"11788 U.S. 27, Hamilton",32.751288800000005,-84.8701535,"32.75128879999999,-84.8701535",Hamilton,Georgia,Harris County,Farm Bureau
1260,Principal Financial Group,OPERATIONAL,"19470 Georgia 85, Gay",33.1024155,-84.5821332,"33.1024155,-84.5821332",Gay,Georgia,Meriwether County,Principal Financial Group
1261,"Elite Life Solutions, LLC",OPERATIONAL,"221 Calumet Center Road, LaGrange",33.0366933,-85.01068470000001,"33.0366933,-85.01068470000001",LaGrange,Georgia,Troup County,"Elite Life Solutions, LLC"
1262,La Colombiana,OPERATIONAL,"306 Cherry Street B, LaGrange",33.032276,-85.0347522,"33.032276,-85.0347522",LaGrange,Georgia,Troup County,La Colombiana
1263,Reed Financial Group,OPERATIONAL,"2795 Main Street West building 23, Snellville",33.855920000000005,-84.030677,"33.855920000000005,-84.030677",Snellville,Georgia,Gwinnett County,Reed Financial Group
1264,Allstate Insurance Agent: Dale Gainey,OPERATIONAL,"2795 Main Street West #18b, Snellville",33.8562855,-84.0309199,"33.8562855,-84.0309199",Snellville,Georgia,Gwinnett County,Allstate
1265,Tony Logue: Allstate Insurance,OPERATIONAL,"2008 Eastview Parkway Northeast Ste 500, Conyers",33.6716801,-83.98047120000001,"33.6716801,-83.98047120000001",Conyers,Georgia,Rockdale County,Allstate
1266,Heritage Agency,OPERATIONAL,"6141 Newton Drive Northeast, Covington",33.600027000000004,-83.84192890000001,"33.600027000000004,-83.84192890000001",Covington,Georgia,Newton County,Heritage Agency
1267,Allstate Personal Financial Representative: Kenneth Epperson,OPERATIONAL,"1135 Church Street, Covington",33.595896200000006,-83.85909240000001,"33.595896200000006,-83.85909240000001",Covington,Georgia,Newton County,Allstate
1268,Kevin Barry - State Farm Insurance Agent,OPERATIONAL,"3520 U.S. 41 #1005, Byron",32.624016999999995,-83.708523,"32.624016999999995,-83.708523",Byron,Georgia,Houston County,Statefarm
1269,Mc Neal Insurance,OPERATIONAL,"104 Georgia 49, Byron",32.651148,-83.7580676,"32.651148,-83.75806759999998",Byron,Georgia,Peach County,Mc Neal Insurance
1270,Nationwide Insurance: Craig Smith Johnson,OPERATIONAL,"1259 Russell Parkway, Warner Robins",32.593606699999995,-83.65029870000001,"32.593606699999995,-83.65029870000001",Warner Robins,Georgia,Houston County,Nationwide
1271,Farmers Insurance - Jeffrey Patterson,OPERATIONAL,"1209B Sunset Avenue, Perry",32.4634882,-83.7289363,"32.4634882,-83.7289363",Perry,Georgia,Houston County,Farmers Insurance - Jeffrey Patterson
1272,Farmers Insurance - Dale Melton,OPERATIONAL,"133A Carl Vinson Parkway, Warner Robins",32.59578,-83.6656859,"32.59578,-83.6656859",Warner Robins,Georgia,Houston County,Farmers Insurance - Dale Melton
1273,Cole Hixon Insurance,OPERATIONAL,"2023 Hog Mountain Road, Watkinsville",33.8748445,-83.4389647,"33.8748445,-83.4389647",Watkinsville,Georgia,Oconee County,Cole Hixon Insurance
1274,Cissy Harrison Financial,OPERATIONAL,"485 Huntington Road # 203, Athens",33.947434799999996,-83.4659152,"33.947434799999996,-83.4659152",Athens,Georgia,Clarke County,Cissy Harrison Financial
1275,Northwestern Mutual Financial,OPERATIONAL,"1075 Baxter Street, Athens",33.94633220000001,-83.4003873,"33.94633220000001,-83.40038729999998",Athens,Georgia,Clarke County,Northwestern Mutual Financial
1276,Susan Pickard - Aflac Insurance Agent,OPERATIONAL,"503 Freeman Rd, Barnesville",32.9943972,-84.15829559999999,"32.9943972,-84.15829559999999",Barnesville,Georgia,Lamar County,Aflac
1277,Allstate,OPERATIONAL,"1108 North Broad Street, Cairo",30.8884625,-84.2077908,"30.8884625,-84.2077908",Cairo,Georgia,Grady County,Allstate
1278,Pam Roehl - State Farm Insurance Agent,OPERATIONAL,"10513 Commerce Street, Summerville",34.486554,-85.3444817,"34.48655400000001,-85.3444817",Summerville,Georgia,Chattooga County,Statefarm
1279,Legacy Branch Group,OPERATIONAL,"12426 U.S. 27, Summerville",34.50869829999999,-85.3238998,"34.50869829999999,-85.32389979999998",Summerville,Georgia,Chattooga County,Legacy Branch Group
1280,Flegal Insurance Inc,OPERATIONAL,"23 Georgia Avenue, Summerville",34.478812700000006,-85.3482609,"34.478812700000006,-85.3482609",Summerville,Georgia,Chattooga County,Flegal Insurance Inc
1281,Velox® Insurance,OPERATIONAL,"2108 Shorter Avenue Northwest, Rome",34.2713284,-85.2241439,"34.2713284,-85.2241439",Rome,Georgia,Floyd County,Velox® Insurance
1282,Farm Bureau Insurance: Stacey Herrmann,OPERATIONAL,"720 West 6th Street, Waynesboro",33.0862875,-82.02975119999999,"33.0862875,-82.02975119999998",Waynesboro,Georgia,Burke County,Farm Bureau
1283,Mcrae Insurance,OPERATIONAL,"307 South Main Street, Swainsboro",32.5929594,-82.33034649999999,"32.59295940000001,-82.33034649999998",Swainsboro,Georgia,Emanuel County,Mcrae Insurance
1284,DEASONS INSURANCE SERVICES LLC,OPERATIONAL,"1114 Liberty Street, Waynesboro",33.099000000000004,-82.02172,"33.099000000000004,-82.02172",Waynesboro,Georgia,Burke County,DEASONS INSURANCE SERVICES LLC
1285,First Choice Insurance,OPERATIONAL,"310 East Montgomery Cross Road, Savannah",31.9964321,-81.1132144,"31.9964321,-81.11321439999998",Savannah,Georgia,Chatham County,First Choice Insurance
1286,Charles H Weissberger - Aflac Insurance Agent,OPERATIONAL,"1 Oglethorpe Professional Boulevard Ste 202, Savannah",32.0031153,-81.10887609999999,"32.0031153,-81.10887609999999",Savannah,Georgia,Chatham County,Aflac
1287,Allstate: Robert Kent,OPERATIONAL,"1521 North Columbia Street, Milledgeville",33.096540600000004,-83.2416857,"33.096540600000004,-83.24168569999998",Milledgeville,Georgia,Baldwin County,Allstate
1288,IBG Administrators,OPERATIONAL,"202 Gentilly Road, Statesboro",32.4400728,-81.76877490000001,"32.4400728,-81.76877490000001",Statesboro,Georgia,Bulloch County,IBG Administrators
1289,The Associates Group Inc,OPERATIONAL,"38 Cleveland Street, Locust Grove",33.3501367,-84.112217,"33.3501367,-84.112217",Locust Grove,Georgia,Henry County,The Associates Group Inc
1290,Annalethia Williams-wester American Family Insurance,OPERATIONAL,"5040 Bill Gardner Parkway, Locust Grove",33.352945,-84.11617629999999,"33.352945,-84.11617629999998",Locust Grove,Georgia,Henry County,American Family
1291,Noel K Edwards & Associates,OPERATIONAL,"908 Hampton Road, McDonough",33.433974600000006,-84.1750282,"33.433974600000006,-84.1750282",McDonough,Georgia,Henry County,Noel K Edwards & Associates
1292,Acceptance Insurance,OPERATIONAL,"456 Industrial Boulevard Ste B, McDonough",33.420056800000005,-84.16886059999999,"33.42005679999999,-84.16886059999999",McDonough,Georgia,Henry County,Acceptance Insurance
1293,Allstate,OPERATIONAL,"140 West County Road, Thomaston",32.9269555,-84.33497870000001,"32.9269555,-84.33497870000001",Thomaston,Georgia,Upson County,Allstate
1294,Georgia Farm Bureau,OPERATIONAL,"10024 Georgia 15, Sparta",33.2846882,-82.97612290000001,"33.28468819999999,-82.97612290000001",Sparta,Georgia,Hancock County,Farm Bureau
1295,Nelson Insurance Agency,OPERATIONAL,"407 Gordon Street, Thomson",33.476739,-82.49830899999999,"33.476739,-82.49830899999998",Thomson,Georgia,McDuffie County,Nelson Insurance Agency
1296,Allstate Insurance: Warren Belvin,OPERATIONAL,"201 Vineyard Road #11, Griffin",33.296493100000006,-84.2921139,"33.296493100000006,-84.29211389999998",Griffin,Georgia,Spalding County,Allstate
1297,Cincinnati Insurance Co,OPERATIONAL,"3700 Crestwood Parkway Northwest # 440, Duluth",33.945601399999994,-84.1281713,"33.945601399999994,-84.12817129999998",Duluth,Georgia,Gwinnett County,Cincinnati Insurance Co
1298,Heritage Insurance Group,OPERATIONAL,Jackson,33.2945649,-83.966032,"33.2945649,-83.966032",Jackson,Georgia,Butts County,Heritage Insurance Group
1299,Williams Insurance Agency,OPERATIONAL,"125 Temple Avenue, Newnan",33.3815087,-84.81112519999999,"33.3815087,-84.81112519999998",Newnan,Georgia,Coweta County,Williams Insurance Agency
1300,Matrix Insurance: Arnall W Kirby,OPERATIONAL,"25 Greenville Street South, Newnan",33.3728759,-84.7999054,"33.37287589999999,-84.7999054",Newnan,Georgia,Coweta County,Matrix Insurance: Arnall W Kirby
1301,Faircloth Insurance Agency,OPERATIONAL,"2700 Ledo Road, Albany",31.6221244,-84.20479240000002,"31.6221244,-84.20479240000002",Albany,Georgia,Dougherty County,Faircloth Insurance Agency
1302,Dan Combs - State Farm Insurance Agent,OPERATIONAL,"583 Highland Crossing Suite 210, Ellijay",34.6637175,-84.48728100000001,"34.6637175,-84.48728100000001",Ellijay,Georgia,Gilmer County,Statefarm
1303,Nick Gardiner - State Farm Insurance Agent,OPERATIONAL,"24 Alicia Lane Suite 1, Dahlonega",34.5243619,-83.9810184,"34.5243619,-83.9810184",Dahlonega,Georgia,Lumpkin County,Statefarm
1304,Colquitt Insurance Services,OPERATIONAL,"15 5th Street Southeast, Moultrie",31.179544500000002,-83.7826874,"31.179544500000002,-83.7826874",Moultrie,Georgia,Colquitt County,Colquitt Insurance Services
1305,Bernie Hall - COUNTRY Financial representative,OPERATIONAL,"2024 East Pinetree Boulevard Ste A, Thomasville",30.844951199999997,-83.94684699999999,"30.844951199999997,-83.94684699999998",Thomasville,Georgia,Thomas County,Country
1306,Norton Mountain Insurance,OPERATIONAL,"855 Washington Street, Clarkesville",34.6086747,-83.52245009999999,"34.6086747,-83.52245009999999",Clarkesville,Georgia,Habersham County,Norton Mountain Insurance
1307,Kenneth Rhodes and Associates Inc: Nationwide Insurance,OPERATIONAL,"60 Bells Plaza Drive #102, Toccoa",34.563487,-83.29105390000001,"34.56348699999999,-83.29105390000001",Toccoa,Georgia,Stephens County,Nationwide
1308,Aspen Insurance Group LLC,OPERATIONAL,"401 East 1st Street Unit E, Vidalia",32.2154283,-82.4088442,"32.2154283,-82.40884419999998",Vidalia,Georgia,Toombs County,Aspen Insurance Group LLC
1309,Jamie Bragg - State Farm Insurance Agent,OPERATIONAL,"301 Buchanan Street N, Bremen",33.723834499999995,-85.14795629999999,"33.723834499999995,-85.14795629999998",Bremen,Georgia,Haralson County,Statefarm
1310,Henry Cowart - State Farm Insurance Agent,OPERATIONAL,"215 West Bankhead Highway c, Villa Rica",33.7330165,-84.92226600000001,"33.7330165,-84.92226600000002",Villa Rica,Georgia,Carroll County,Statefarm
1311,Direct Auto Insurance,OPERATIONAL,"3408 Georgia 38, Blackshear",31.301589899999996,-82.246667,"31.301589899999996,-82.246667",Blackshear,Georgia,Pierce County,Direct Auto Insurance
1312,"McQuaig Insurance Agency, Inc.",OPERATIONAL,"993 Yeomans Street, Blackshear",31.294697999999997,-82.25514100000001,"31.294697999999997,-82.25514100000001",Blackshear,Georgia,Pierce County,"McQuaig Insurance Agency, Inc."
1313,Stacie Jones - State Farm Insurance Agent,OPERATIONAL,"54 Hatcher Point Road, Waycross",31.201936699999997,-82.32077340000001,"31.20193669999999,-82.32077340000001",Waycross,Georgia,Ware County,Statefarm
1314,"Jason Conley - COUNTRY Financial in Waycross, GA",OPERATIONAL,"2450 Memorial Drive, Waycross",31.1957053,-82.321861,"31.1957053,-82.321861",Waycross,Georgia,Ware County,Country
1315,WoodmenLife,OPERATIONAL,"434 Picric Street, Brunswick",31.222257899999995,-81.5166463,"31.222257899999995,-81.51664629999998",Brunswick,Georgia,Glynn County,WoodmenLife
1316,Parker Kaufman Insurance,OPERATIONAL,"513 Gloucester Street, Brunswick",31.149482,-81.49433690000001,"31.149482,-81.49433690000001",Brunswick,Georgia,Glynn County,Parker Kaufman Insurance
1317,Heard Dyane,OPERATIONAL,"116 South Hutchinson Avenue, Adel",31.1364331,-83.4234234,"31.13643309999999,-83.42342339999998",Adel,Georgia,Cook County,Heard Dyane
1318,The Turner-Stone Agency,OPERATIONAL,"108 South Jefferson Street, Nashville",31.2067957,-83.2491589,"31.20679569999999,-83.2491589",Nashville,Georgia,Berrien County,The Turner-Stone Agency
1319,Deborah L. Burger: Allstate Insurance,OPERATIONAL,"3000 Old Alabama Road Ste 103, Alpharetta",34.0222348,-84.27278299999999,"34.0222348,-84.27278299999998",Johns Creek,Georgia,Fulton County,Allstate
1320,Strategic Comp,OPERATIONAL,"2500 Northwinds Parkway # 350, Alpharetta",34.0602881,-84.2856652,"34.0602881,-84.2856652",Alpharetta,Georgia,Fulton County,Strategic Comp
1321,Wally Taylor - State Farm Insurance Agent,OPERATIONAL,"885 Honey Creek Road Southeast, Conyers",33.595327000000005,-84.017078,"33.59532699999999,-84.017078",Conyers,Georgia,Rockdale County,Statefarm
1322,Tamara Gatson: Allstate Insurance,OPERATIONAL,"1955 Sigman Road Northwest Ste 108, Conyers",33.686661,-84.0482219,"33.686661,-84.0482219",Conyers,Georgia,Rockdale County,Allstate
1323,"Keith Curry Agency, LLC American Family Insurance",OPERATIONAL,"2375 Wall Street Southeast, Conyers",33.6264321,-83.9783532,"33.6264321,-83.9783532",Conyers,Georgia,Rockdale County,American Family
1324,State Farm Insurance,OPERATIONAL,"104 East 1st Street, Springfield",32.3684709,-81.3114475,"32.36847089999999,-81.3114475",Springfield,Georgia,Effingham County,Statefarm
1325,"Alana Fulmer Agency, Inc American Family Insurance",OPERATIONAL,"255 Georgia 74, Peachtree City",33.405790100000004,-84.5992604,"33.405790100000004,-84.59926039999998",Peachtree City,Georgia,Fayette County,American Family
1326,Shugart Sam F,OPERATIONAL,"1704 Gillionville Road, Albany",31.581002,-84.191354,"31.581002,-84.19135399999998",Albany,Georgia,Dougherty County,Shugart Sam F
1327,Georgia Farm Bureau,OPERATIONAL,"1618 Whiddon Mill Road, Tifton",31.465249699999998,-83.54020159999999,"31.465249699999998,-83.54020159999999",Tifton,Georgia,Tift County,Farm Bureau
1328,"Moulton & Hardin, Inc. / M&H OneSource",OPERATIONAL,"1394 South Milledge Avenue, Athens",33.9372578,-83.38501109999999,"33.9372578,-83.38501110000001",Athens,Georgia,Clarke County,"Moulton & Hardin, Inc. / M&H OneSource"
1329,Title Co of Georgia Inc,OPERATIONAL,"1540 Chicks Bridge Road, Social Circle",33.6985381,-83.6799511,"33.6985381,-83.6799511",Social Circle,Georgia,Walton County,Title Co of Georgia Inc
1330,Georgia Farm Bur-Mccufie County,OPERATIONAL,"619 Augusta Highway, Thomson",33.4622873,-82.4896372,"33.4622873,-82.48963719999998",Thomson,Georgia,McDuffie County,Georgia Farm Bur-Mccufie County
1331,Shellstone Advisory Group,OPERATIONAL,"316 Railroad Street, Twin City",32.5845853,-82.1515389,"32.5845853,-82.15153889999998",Twin City,Georgia,Emanuel County,Shellstone Advisory Group
1332,Brooks Insurance,OPERATIONAL,"106 East 2nd Street, Vidalia",32.216061100000005,-82.4126896,"32.216061100000005,-82.4126896",Vidalia,Georgia,Toombs County,Brooks Insurance
1333,Compliance Solutions,OPERATIONAL,"11770 Haynes Bridge Road, Alpharetta",34.0695037,-84.2951511,"34.0695037,-84.2951511",Alpharetta,Georgia,Fulton County,Compliance Solutions
1334,AllState Insurance Agency,OPERATIONAL,"826 Peterson Avenue South, Douglas",31.498667699999995,-82.85076090000001,"31.498667699999995,-82.85076090000001",Douglas,Georgia,Coffee County,Allstate
1335,Allstate Insurance,OPERATIONAL,United States,31.6031957,-81.9003957,"31.6031957,-81.90039569999998",Jesup,Georgia,Wayne County,Allstate
