agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Sherry Rickard Insurance 2,OPERATIONAL,"4663 Helen Highway C, Sautee Nacoochee",34.6593851,-83.7264202,"34.65938510000001,-83.72642019999998",Sautee Nacoochee,Georgia,White County
Glenn Mixon Agency Inc,OPERATIONAL,"123 Meadows Street, Vidalia",32.2175588,-82.4119849,"32.2175588,-82.41198490000001",Vidalia,Georgia,Toombs County
Georgia Farm Bureau,OPERATIONAL,"1104 East Winthrope Avenue, Millen",32.8038552,-81.9304236,"32.803855199999994,-81.9304236",Millen,Georgia,Jenkins County
Georgia Farm Bureau,OPERATIONAL,"104 Rocky Ford Road, Sylvania",32.7511418,-81.648005,"32.7511418,-81.648005",Sylvania,Georgia,Screven County
Sidney C Cox Insurance,OPERATIONAL,"259 South Liberty Street, Waynesboro",33.080815,-82.009235,"33.080815,-82.00923499999998",Waynesboro,Georgia,Burke County
Williams Horace,OPERATIONAL,"241 North Main Street, Statesboro",32.4573752,-81.7843312,"32.4573752,-81.7843312",Statesboro,Georgia,Bulloch County
Ginger Beebe - Aflac Insurance Agent,OPERATIONAL,"19 Purple Martin Lane, Savannah",32.0037696,-81.2624229,"32.0037696,-81.26242289999998",Savannah,Georgia,Chatham County
Travis Barlow Company,OPERATIONAL,"1002 U.S. 80, Pooler",32.1212026,-81.2629046,"32.121202600000004,-81.2629046",Pooler,Georgia,Chatham County
C Bennett & Johnson Insurance,OPERATIONAL,"3349 U.S. 84 #100, Blackshear",31.2993163,-82.2475884,"31.2993163,-82.24758840000001",Blackshear,Georgia,Pierce County
Franklin Life Insurance Co,OPERATIONAL,"5290 Johnny Road, Blackshear",31.3119728,-82.1612612,"31.3119728,-82.16126120000001",Blackshear,Georgia,Pierce County
Medicare Solutions by D9,OPERATIONAL,"879 Tebeau Street, Waycross",31.2165407,-82.360319,"31.21654069999999,-82.36031899999998",Waycross,Georgia,Ware County
Randall Jordan - Aflac Insurance Agent,OPERATIONAL,"5034 Old West Point Road, LaGrange",32.992471,-85.10396,"32.992471,-85.10396000000001",LaGrange,Georgia,Troup County
Bruce Green Agency,OPERATIONAL,"187 South Davis Road, LaGrange",33.0523115,-84.9845437,"33.0523115,-84.9845437",LaGrange,Georgia,Troup County
Yackel Kevin S,OPERATIONAL,"202 Arnow Drive, St. Marys",30.7527413,-81.5878956,"30.7527413,-81.5878956",St. Marys,Georgia,Camden County
Cotton States Insurance,OPERATIONAL,"200 West Academy Street, Gainesville",34.2999822,-83.829362,"34.2999822,-83.82936200000002",Gainesville,Georgia,Hall County
The Greater Mount Olive Church,OPERATIONAL,Waycross,31.1482724,-82.4419092,"31.1482724,-82.44190920000001",Waycross,Georgia,Ware County
Blue Cross & Blue Shield of GA,OPERATIONAL,"540 Riverview Road, Athens",33.9279013,-83.3973822,"33.92790129999999,-83.39738220000002",Athens,Georgia,Clarke County
Summit Life Group,OPERATIONAL,"745 Kings Road, Athens",33.931096,-83.4507037,"33.931096000000004,-83.45070369999998",Athens,Georgia,Clarke County
Georgia Farm Bureau,OPERATIONAL,"355 Geneva Road, Buena Vista",32.3287915,-84.5264172,"32.3287915,-84.5264172",Buena Vista,Georgia,Marion County
Georgia Farm Bureau,OPERATIONAL,"501 South Scott Street, Bainbridge",30.9018816,-84.5676055,"30.9018816,-84.5676055",Bainbridge,Georgia,Decatur County
Todd Martin - State Farm Insurance Agent,OPERATIONAL,"1509 East Shotwell Street D, Bainbridge",30.9042688,-84.5521556,"30.90426879999999,-84.55215559999998",Bainbridge,Georgia,Decatur County
Janice Roberts - State Farm Insurance Agent,OPERATIONAL,"1062 Gray Highway, Macon",32.9061168,-83.5906636,"32.9061168,-83.5906636",Macon,Georgia,Jones County
Greg Bazemore - State Farm Insurance Agent,OPERATIONAL,"153 Macon Road, Gordon",32.8814856,-83.3341982,"32.881485600000005,-83.3341982",Gordon,Georgia,Wilkinson County
SunTrust,OPERATIONAL,"1104 Gray Highway, Macon",32.8559006,-83.6179653,"32.8559006,-83.6179653",Macon,Georgia,Bibb County
Dale Nifong - State Farm Insurance Agent,OPERATIONAL,"103 Darsa Drive, Dublin",32.5443728,-82.9404977,"32.5443728,-82.94049770000001",Dublin,Georgia,Laurens County
John Garrett - State Farm Insurance Agent,OPERATIONAL,"9116 Doctor Martin Luther King Junior Avenue, Covington",33.593025,-83.834473,"33.593025,-83.834473",Covington,Georgia,Newton County
"The Bunn Agency, LLC",OPERATIONAL,"12 East Main Street, Forsyth",33.034377,-83.938062,"33.034377,-83.938062",Forsyth,Georgia,Monroe County
NATIONWIDE INSURANCE: Steve Allen Martin,OPERATIONAL,"207 South Grant Street, Fitzgerald",31.7132524,-83.2530784,"31.7132524,-83.25307839999998",Fitzgerald,Georgia,Ben Hill County
Northwestern Mutual,OPERATIONAL,"3440 Preston Ridge Road #325, Alpharetta",34.0722914,-84.2633223,"34.07229139999999,-84.2633223",Alpharetta,Georgia,Fulton County
Aflac,OPERATIONAL,"5540 Laurel Oak Drive, Cumming",34.089564,-84.1585789,"34.089564,-84.15857890000001",Suwanee,Georgia,Forsyth County
Core Management Resources,OPERATIONAL,"515 Mulberry Street, Macon",32.8374727,-83.6264875,"32.8374727,-83.6264875",Macon,Georgia,Bibb County
Wilkinson & Associates,OPERATIONAL,"2733 Sheraton Drive # 120, Macon",32.8776548,-83.6639086,"32.8776548,-83.66390860000001",Macon,Georgia,Bibb County
Carter & Associates,OPERATIONAL,"3951 Snapfinger Parkway, Decatur",33.7143676,-84.2303031,"33.7143676,-84.2303031",Decatur,Georgia,DeKalb County
Higginbotham & Associates Insurance,OPERATIONAL,"155 Eagles Walk STE B, Stockbridge",33.5121592,-84.2295266,"33.5121592,-84.2295266",Stockbridge,Georgia,Henry County
Cotton States Insurance,OPERATIONAL,"297 Country Club Drive, Stockbridge",33.5079349,-84.2209163,"33.5079349,-84.2209163",Stockbridge,Georgia,Henry County
Cotton States Insurance,OPERATIONAL,"2675 Breckinridge Plaza # 120, Duluth",33.9605911,-84.0993844,"33.96059109999999,-84.09938439999998",Duluth,Georgia,Gwinnett County
Ford Investment Consulting,OPERATIONAL,"6340 Sugarloaf Parkway, Duluth",33.990249,-84.0906421,"33.990249,-84.0906421",Duluth,Georgia,Gwinnett County
Penny Galbreath - Aflac Insurance Agent,OPERATIONAL,"485 Harper Street, Jesup",31.5905015,-81.8834238,"31.59050149999999,-81.8834238",Jesup,Georgia,Wayne County
Boyds Insurance Service,OPERATIONAL,"153 West Walnut Street, Jesup",31.6066813,-81.8826772,"31.60668129999999,-81.8826772",Jesup,Georgia,Wayne County
Jesup Insurance Agency,OPERATIONAL,"161 East Cherry Street, Jesup",31.6041857,-81.8813761,"31.604185700000002,-81.8813761",Jesup,Georgia,Wayne County
Bush Insurance,OPERATIONAL,"212 South 1st Street #5, Jesup",31.6060467,-81.8870456,"31.6060467,-81.8870456",Jesup,Georgia,Wayne County
Jesup Insurance Agency,OPERATIONAL,"204 West Cherry Street, Jesup",31.6065835,-81.8843424,"31.606583500000003,-81.88434240000001",Jesup,Georgia,Wayne County
Joseph Griffis - Prudential Financial,OPERATIONAL,"212 South Brunswick Street, Jesup",31.6027283,-81.882589,"31.6027283,-81.882589",Jesup,Georgia,Wayne County
BB&T Insurance Services,OPERATIONAL,"818 South 1st Street, Jesup",31.6028872,-81.8971593,"31.602887199999998,-81.8971593",Jesup,Georgia,Wayne County
Wayne County Farm Bureau,OPERATIONAL,"1322 West Orange Street, Jesup",31.6157978,-81.9000151,"31.6157978,-81.90001509999998",Jesup,Georgia,Wayne County
Northwestern Mutual - Aubrey E Vaughn,OPERATIONAL,"3438 Peachtree Road #1200, Atlanta",33.8527529,-84.3640443,"33.8527529,-84.36404429999997",Atlanta,Georgia,Fulton County
Raymond King - Aflac Insurance Agent,OPERATIONAL,"30 Deer Run Drive, Ellerslie",32.6266154,-84.7853008,"32.6266154,-84.78530079999999",Ellerslie,Georgia,Harris County
Mutual of Omaha Allen Perteet,OPERATIONAL,"212 West Main Street, Manchester",32.8528794,-84.6153752,"32.8528794,-84.6153752",Manchester,Georgia,Meriwether County
Lynne Hudgins Schorr - Aflac Insurance Agent,OPERATIONAL,"8008 Garrett Creek Court, Midland",32.560794,-84.82227,"32.56079400000001,-84.82226999999999",Columbus,Georgia,Muscogee County
Frank R Griffin Jr (chip) - Aflac Insurance Agent,OPERATIONAL,"8601 Garrett Road, Midland",32.573828,-84.827528,"32.573828000000006,-84.827528",Columbus,Georgia,Muscogee County
Travis Greene - State Farm Insurance Agent,OPERATIONAL,"4905 Warm Springs Road, Columbus",32.529387,-84.9115039,"32.529387,-84.91150390000001",Columbus,Georgia,Muscogee County
McKibben Insurance,OPERATIONAL,"3740 Macon Road C, Columbus",32.4899047,-84.9300867,"32.489904700000004,-84.93008669999998",Columbus,Georgia,Muscogee County
The Ellis Agency Inc: Allstate Insurance,OPERATIONAL,"1601 Monte Sano Avenue, Augusta",33.4682307,-82.028759,"33.4682307,-82.028759",Augusta,Georgia,Richmond County
Primerica,OPERATIONAL,"3603 Hiers Boulevard, Hephzibah",33.3870991,-82.0979872,"33.3870991,-82.09798719999998",Hephzibah,Georgia,Richmond County
Health Net,OPERATIONAL,"3121 Peach Orchard Road, Augusta",33.41125,-82.027387,"33.41125,-82.027387",Augusta,Georgia,Richmond County
Primerica,OPERATIONAL,"1905 Point Peter Road #121, St. Marys",30.7686783,-81.5478017,"30.7686783,-81.5478017",St. Marys,Georgia,Camden County
Abstract Group Inc,OPERATIONAL,"4290 Bells Ferry Road Suite 106, Kennesaw",34.0552431,-84.553638,"34.055243100000006,-84.55363799999998",Kennesaw,Georgia,Cobb County
Farmers Insurance - Garland Moon,OPERATIONAL,"111 East Gaines Street, Dublin",32.5416458,-82.9041872,"32.5416458,-82.9041872",Dublin,Georgia,Laurens County
"Starr Mathews Agency, Inc.",OPERATIONAL,"114 West Cuyler Street, Dalton",34.7699678,-84.9685545,"34.769967799999996,-84.96855450000002",Dalton,Georgia,Whitfield County
Houze & Associates,OPERATIONAL,"308 Church Street, LaGrange",33.0431145,-85.031533,"33.0431145,-85.031533",LaGrange,Georgia,Troup County
Michelle Cornett: Allstate Insurance,OPERATIONAL,"101 New Franklin Road, LaGrange",33.0439475,-85.0306499,"33.04394749999999,-85.0306499",LaGrange,Georgia,Troup County
Georgia Senior Benefits,OPERATIONAL,"Post Office Box 115, LaGrange",33.0362218,-85.0322444,"33.0362218,-85.0322444",LaGrange,Georgia,Troup County
Ace-Williams Auto Insurance,OPERATIONAL,"121 Mooty Bridge Road, LaGrange",33.0525007,-85.0301769,"33.052500699999996,-85.03017690000001",LaGrange,Georgia,Troup County
Budget Auto Insurance,OPERATIONAL,"114 Hill Street Ste B, LaGrange",33.0411166,-85.0257618,"33.0411166,-85.02576180000001",LaGrange,Georgia,Troup County
Diverse Insurance,OPERATIONAL,"36 Lafayette Parkway, LaGrange",33.0387116,-85.0302552,"33.038711600000006,-85.0302552",LaGrange,Georgia,Troup County
Frontier Adjusters Inc,OPERATIONAL,"2113 White Oak Drive, Valdosta",30.8535,-83.3037,"30.8535,-83.30369999999998",Valdosta,Georgia,Lowndes County
PARAMOUNT BENEFITS GROUP,OPERATIONAL,"119 North Patterson Street, Valdosta",30.8313028,-83.27897,"30.8313028,-83.27897",Valdosta,Georgia,Lowndes County
Alfa Insurance,OPERATIONAL,"100 North Patterson Street unit unit b, Valdosta",30.8306084,-83.2795153,"30.830608399999996,-83.27951530000001",Valdosta,Georgia,Lowndes County
Wilson Insurance Agency,OPERATIONAL,"2218 Palmyra Road, Albany",31.6084102,-84.173218,"31.6084102,-84.17321799999998",Albany,Georgia,Dougherty County
Albany Insurance Mart,OPERATIONAL,"813 N Slappey Blvd &, West 2nd Avenue, Albany",31.5889479,-84.1765738,"31.5889479,-84.1765738",Albany,Georgia,Dougherty County
Lawrence Brown Insurance Agency,OPERATIONAL,"2537 Lafayette Plaza Drive b, Albany",31.611943,-84.222247,"31.61194299999999,-84.222247",Albany,Georgia,Dougherty County
Gary Kincaid Insurance,OPERATIONAL,"1009 Central Avenue, Tifton",31.4625076,-83.5072423,"31.4625076,-83.5072423",Tifton,Georgia,Tift County
Phil Kinney Agency,OPERATIONAL,"1031 Park Drive Suite 3, Watkinsville",33.8733232,-83.4377333,"33.8733232,-83.43773329999998",Watkinsville,Georgia,Oconee County
Doug Newman - State Farm Insurance Agent,OPERATIONAL,"228 North Peachtree Street, Lincolnton",33.795749,-82.4774689,"33.79574900000001,-82.47746889999998",Lincolnton,Georgia,Lincoln County
Ruta Oldham - COUNTRY Financial representative,OPERATIONAL,"4357 Washington Road Ste C, Evans",33.5417178,-82.1320914,"33.5417178,-82.13209140000001",Evans,Georgia,Columbia County
Satcher Insurance Services,OPERATIONAL,"4210 Columbia Road Building 1A, Martinez",33.5061471,-82.1171766,"33.5061471,-82.1171766",Martinez,Georgia,Columbia County
Ticor Title Insurance,OPERATIONAL,"5775 Peachtree Dunwoody Road, Sandy Springs",33.9116643,-84.3504921,"33.9116643,-84.35049210000003",Sandy Springs,Georgia,Fulton County
Markel Corporation,OPERATIONAL,"1 Glenlake Parkway Northeast # 1200, Atlanta",33.9343619,-84.3593359,"33.9343619,-84.35933589999998",Sandy Springs,Georgia,Fulton County
Bryan Sasser - State Farm Insurance Agent,OPERATIONAL,"167 North Main Street, Jonesboro",33.5251966,-84.3547178,"33.5251966,-84.35471779999999",Jonesboro,Georgia,Clayton County
"Insphere Insurance Solutions, Inc",OPERATIONAL,"7490 Wilkerson Road, Stockbridge",33.5859233,-84.246113,"33.5859233,-84.246113",Stockbridge,Georgia,Henry County
"myhealthquote, inc.",OPERATIONAL,"7 Tapestry Lane, Newnan",33.3658063,-84.741443,"33.3658063,-84.74144299999998",Newnan,Georgia,Coweta County
New York Life,OPERATIONAL,"55 Perry Street, Newnan",33.3768691,-84.7978394,"33.3768691,-84.79783940000002",Newnan,Georgia,Coweta County
Jess Shirley Insurance,OPERATIONAL,"36 South Court Square floor 2, Newnan",33.3742293,-84.7999216,"33.3742293,-84.79992159999999",Newnan,Georgia,Coweta County
Ricketson Insurance & Realty,OPERATIONAL,"208 North Main Street, Wrens",33.2097936,-82.3867934,"33.2097936,-82.3867934",Wrens,Georgia,Jefferson County
Georgia Farm Bureau,OPERATIONAL,"506 West Church Street, Sandersville",32.9820536,-82.818743,"32.9820536,-82.81874300000001",Sandersville,Georgia,Washington County
Direct Auto Insurance,OPERATIONAL,"10747 Ford Avenue, Richmond Hill",31.9393825,-81.3036096,"31.93938249999999,-81.30360959999999",Richmond Hill,Georgia,Bryan County
Parker Insurance & Realty Co: Lamb Jimmie Ann,OPERATIONAL,"265 South Macon Street, Jesup",31.6044843,-81.8859014,"31.6044843,-81.88590140000001",Jesup,Georgia,Wayne County
Howard Hardaway - State Farm Insurance Agent,OPERATIONAL,"6055 Hwy 124 W, Unit 106, Hoschton",34.1066397,-83.7035565,"34.1066397,-83.70355649999998",Hoschton,Georgia,Jackson County
Direct Auto Insurance,OPERATIONAL,"3907 Victory Drive, Columbus",32.4118269,-84.9409815,"32.411826899999994,-84.94098149999998",Columbus,Georgia,Muscogee County
"Southern Harvest Insurance Agency, Inc.",OPERATIONAL,"2164 Fort Benning Road, Columbus",32.4145509,-84.9415885,"32.414550899999995,-84.9415885",Columbus,Georgia,Muscogee County
A-1 Auto Insurance,OPERATIONAL,"3603 Victory Drive, Columbus",32.4204889,-84.9452278,"32.420488899999995,-84.9452278",Columbus,Georgia,Muscogee County
Walker Enterprises Insurance,OPERATIONAL,"3728 Caspian Drive, Columbus",32.4391217,-84.9303103,"32.4391217,-84.9303103",Columbus,Georgia,Muscogee County
The Dan Menefee Insurance Agency,OPERATIONAL,"132 North Oakley Drive #6, Columbus",32.4480417,-84.9287908,"32.448041700000005,-84.92879079999999",Columbus,Georgia,Muscogee County
TCIS Complete Insurance Source,OPERATIONAL,"155 Marquis Drive, Fayetteville",33.4511885,-84.4812286,"33.45118850000001,-84.4812286",Fayetteville,Georgia,Fayette County
Farmers Insurance - Craig Cheever,OPERATIONAL,"3 1/2 Jackson Street Ste A, Newnan",33.3754059,-84.8001593,"33.37540589999999,-84.80015929999998",Newnan,Georgia,
Cigna,OPERATIONAL,"5081 Georgia 114, Lyerly",34.4168896,-85.3922509,"34.4168896,-85.39225090000001",Lyerly,Georgia,Chattooga County
Check Into Cash Title Pawn,OPERATIONAL,"11109-11111, Commerce Street, Summerville",34.4931126,-85.337705,"34.493112599999996,-85.337705",Summerville,Georgia,Chattooga County
"Susan Cooper, Long Term Care Insurance",OPERATIONAL,"19 Pine Valley Road, Rome",34.2430132,-85.202804,"34.24301320000001,-85.202804",Rome,Georgia,Floyd County
Georgia Farm Bureau,OPERATIONAL,"101 Memorial Drive, Reidsville",32.0807923,-82.1104103,"32.08079230000001,-82.1104103",Reidsville,Georgia,Tattnall County
Prudential| William Lewis | Life Insurance & Annuities,OPERATIONAL,"3343 Peachtree Road Northeast #700, Atlanta",33.8470227,-84.3666854,"33.847022700000004,-84.36668540000001",Atlanta,Georgia,Fulton County
The MT Insurance Agency,OPERATIONAL,"505 East Railroad Street, Jeffersonville",32.6709909,-83.3269368,"32.6709909,-83.3269368",Jeffersonville,Georgia,Twiggs County
Alfa Insurance - Hall Harden Agency,OPERATIONAL,"2257 Heath Road Ste A1, Macon",32.8333363,-83.7456432,"32.8333363,-83.74564319999998",Macon,Georgia,Bibb County
Tim Hutcheson - State Farm Insurance Agent,OPERATIONAL,"149 South Cherokee Road, Social Circle",33.6556625,-83.7193179,"33.6556625,-83.71931790000001",Social Circle,Georgia,Walton County
Brookridge Benefits LLC,OPERATIONAL,"1205 Brooklet South Drive, Brooklet",32.3358548,-81.6966034,"32.33585479999999,-81.69660340000001",Brooklet,Georgia,Bulloch County
Diversified Insurance Services: Blackburn Robert K,OPERATIONAL,"304 South Walnut Street # S, Statesboro",32.4409389,-81.7852385,"32.4409389,-81.78523849999998",Statesboro,Georgia,Bulloch County
Rick Knight - State Farm Insurance Agent,OPERATIONAL,"409 Copeland Lane, Hamilton",32.7567213,-84.8753627,"32.7567213,-84.8753627",Hamilton,Georgia,Harris County
"Spears Insurance Services, LLC",OPERATIONAL,"747 Gardens View Drive, Chipley Village, Pine Mountain",32.852954,-84.8463218,"32.852954,-84.8463218",Pine Mountain,Georgia,Harris County
Adams Insurance Services,OPERATIONAL,"1325 U.S. 19 N, Thomaston",32.9296006,-84.3343196,"32.9296006,-84.3343196",Thomaston,Georgia,Upson County
Georgia Farm Bureau,OPERATIONAL,"11788 U.S. 27, Hamilton",32.7512888,-84.8701535,"32.75128879999999,-84.8701535",Hamilton,Georgia,Harris County
Principal Financial Group,OPERATIONAL,"19470 Georgia 85, Gay",33.1024155,-84.5821332,"33.1024155,-84.5821332",Gay,Georgia,Meriwether County
"Elite Life Solutions, LLC",OPERATIONAL,"221 Calumet Center Road, LaGrange",33.0366933,-85.0106847,"33.0366933,-85.01068470000001",LaGrange,Georgia,Troup County
La Colombiana,OPERATIONAL,"306 Cherry Street B, LaGrange",33.032276,-85.0347522,"33.032276,-85.0347522",LaGrange,Georgia,Troup County
Reed Financial Group,OPERATIONAL,"2795 Main Street West building 23, Snellville",33.85592,-84.030677,"33.855920000000005,-84.030677",Snellville,Georgia,Gwinnett County
Allstate Insurance Agent: Dale Gainey,OPERATIONAL,"2795 Main Street West #18b, Snellville",33.8562855,-84.0309199,"33.8562855,-84.0309199",Snellville,Georgia,Gwinnett County
Tony Logue: Allstate Insurance,OPERATIONAL,"2008 Eastview Parkway Northeast Ste 500, Conyers",33.6716801,-83.9804712,"33.6716801,-83.98047120000001",Conyers,Georgia,Rockdale County
Heritage Agency,OPERATIONAL,"6141 Newton Drive Northeast, Covington",33.600027,-83.8419289,"33.600027000000004,-83.84192890000001",Covington,Georgia,Newton County
Allstate Personal Financial Representative: Kenneth Epperson,OPERATIONAL,"1135 Church Street, Covington",33.5958962,-83.8590924,"33.595896200000006,-83.85909240000001",Covington,Georgia,Newton County
Kevin Barry - State Farm Insurance Agent,OPERATIONAL,"3520 U.S. 41 #1005, Byron",32.624017,-83.708523,"32.624016999999995,-83.708523",Byron,Georgia,Houston County
Mc Neal Insurance,OPERATIONAL,"104 Georgia 49, Byron",32.651148,-83.7580676,"32.651148,-83.75806759999998",Byron,Georgia,Peach County
Nationwide Insurance: Craig Smith Johnson,OPERATIONAL,"1259 Russell Parkway, Warner Robins",32.5936067,-83.6502987,"32.593606699999995,-83.65029870000001",Warner Robins,Georgia,Houston County
Farmers Insurance - Jeffrey Patterson,OPERATIONAL,"1209B Sunset Avenue, Perry",32.4634882,-83.7289363,"32.4634882,-83.7289363",Perry,Georgia,Houston County
Farmers Insurance - Dale Melton,OPERATIONAL,"133A Carl Vinson Parkway, Warner Robins",32.59578,-83.6656859,"32.59578,-83.6656859",Warner Robins,Georgia,Houston County
Cole Hixon Insurance,OPERATIONAL,"2023 Hog Mountain Road, Watkinsville",33.8748445,-83.4389647,"33.8748445,-83.4389647",Watkinsville,Georgia,Oconee County
Cissy Harrison Financial,OPERATIONAL,"485 Huntington Road # 203, Athens",33.9474348,-83.4659152,"33.947434799999996,-83.4659152",Athens,Georgia,Clarke County
Northwestern Mutual Financial,OPERATIONAL,"1075 Baxter Street, Athens",33.9463322,-83.4003873,"33.94633220000001,-83.40038729999998",Athens,Georgia,Clarke County
Susan Pickard - Aflac Insurance Agent,OPERATIONAL,"503 Freeman Rd, Barnesville",32.9943972,-84.1582956,"32.9943972,-84.15829559999999",Barnesville,Georgia,Lamar County
BB&T Insurance Services,OPERATIONAL,"201 West Taylor Street, Griffin",33.247528,-84.2661921,"33.247528,-84.2661921",Griffin,Georgia,Spalding County
BB&T Insurance Services,OPERATIONAL,"101 North Lee Street, Forsyth",33.0368894,-83.938182,"33.0368894,-83.938182",Forsyth,Georgia,Monroe County
Allstate,OPERATIONAL,"1108 North Broad Street, Cairo",30.8884625,-84.2077908,"30.8884625,-84.2077908",Cairo,Georgia,Grady County
Pam Roehl - State Farm Insurance Agent,OPERATIONAL,"10513 Commerce Street, Summerville",34.486554,-85.3444817,"34.48655400000001,-85.3444817",Summerville,Georgia,Chattooga County
Legacy Branch Group,OPERATIONAL,"12426 U.S. 27, Summerville",34.5086983,-85.3238998,"34.50869829999999,-85.32389979999998",Summerville,Georgia,Chattooga County
Flegal Insurance Inc,OPERATIONAL,"23 Georgia Avenue, Summerville",34.4788127,-85.3482609,"34.478812700000006,-85.3482609",Summerville,Georgia,Chattooga County
Velox® Insurance,OPERATIONAL,"2108 Shorter Avenue Northwest, Rome",34.2713284,-85.2241439,"34.2713284,-85.2241439",Rome,Georgia,Floyd County
Farm Bureau Insurance: Stacey Herrmann,OPERATIONAL,"720 West 6th Street, Waynesboro",33.0862875,-82.0297512,"33.0862875,-82.02975119999998",Waynesboro,Georgia,Burke County
Mcrae Insurance,OPERATIONAL,"307 South Main Street, Swainsboro",32.5929594,-82.3303465,"32.59295940000001,-82.33034649999998",Swainsboro,Georgia,Emanuel County
DEASONS INSURANCE SERVICES LLC,OPERATIONAL,"1114 Liberty Street, Waynesboro",33.099,-82.02172,"33.099000000000004,-82.02172",Waynesboro,Georgia,Burke County
First Choice Insurance,OPERATIONAL,"310 East Montgomery Cross Road, Savannah",31.9964321,-81.1132144,"31.9964321,-81.11321439999998",Savannah,Georgia,Chatham County
Charles H Weissberger - Aflac Insurance Agent,OPERATIONAL,"1 Oglethorpe Professional Boulevard Ste 202, Savannah",32.0031153,-81.1088761,"32.0031153,-81.10887609999999",Savannah,Georgia,Chatham County
Allstate: Robert Kent,OPERATIONAL,"1521 North Columbia Street, Milledgeville",33.0965406,-83.2416857,"33.096540600000004,-83.24168569999998",Milledgeville,Georgia,Baldwin County
IBG Administrators,OPERATIONAL,"202 Gentilly Road, Statesboro",32.4400728,-81.7687749,"32.4400728,-81.76877490000001",Statesboro,Georgia,Bulloch County
The Associates Group Inc,OPERATIONAL,"38 Cleveland Street, Locust Grove",33.3501367,-84.112217,"33.3501367,-84.112217",Locust Grove,Georgia,Henry County
Annalethia Williams-wester American Family Insurance,OPERATIONAL,"5040 Bill Gardner Parkway, Locust Grove",33.352945,-84.1161763,"33.352945,-84.11617629999998",Locust Grove,Georgia,Henry County
Noel K Edwards & Associates,OPERATIONAL,"908 Hampton Road, McDonough",33.4339746,-84.1750282,"33.433974600000006,-84.1750282",McDonough,Georgia,Henry County
Acceptance Insurance,OPERATIONAL,"456 Industrial Boulevard Ste B, McDonough",33.4200568,-84.1688606,"33.42005679999999,-84.16886059999999",McDonough,Georgia,Henry County
Allstate,OPERATIONAL,"140 West County Road, Thomaston",32.9269555,-84.3349787,"32.9269555,-84.33497870000001",Thomaston,Georgia,Upson County
Georgia Farm Bureau,OPERATIONAL,"10024 Georgia 15, Sparta",33.2846882,-82.9761229,"33.28468819999999,-82.97612290000001",Sparta,Georgia,Hancock County
Nelson Insurance Agency,OPERATIONAL,"407 Gordon Street, Thomson",33.476739,-82.498309,"33.476739,-82.49830899999998",Thomson,Georgia,McDuffie County
Allstate Insurance: Warren Belvin,OPERATIONAL,"201 Vineyard Road #11, Griffin",33.2964931,-84.2921139,"33.296493100000006,-84.29211389999998",Griffin,Georgia,Spalding County
Cincinnati Insurance Co,OPERATIONAL,"3700 Crestwood Parkway Northwest # 440, Duluth",33.9456014,-84.1281713,"33.945601399999994,-84.12817129999998",Duluth,Georgia,Gwinnett County
Heritage Insurance Group,OPERATIONAL,Jackson,33.2945649,-83.966032,"33.2945649,-83.966032",Jackson,Georgia,Butts County
BB&T Insurance Services,OPERATIONAL,Covington,33.5986384,-83.8330912,"33.59863839999999,-83.83309120000001",Covington,Georgia,Newton County
Williams Insurance Agency,OPERATIONAL,"125 Temple Avenue, Newnan",33.3815087,-84.8111252,"33.3815087,-84.81112519999998",Newnan,Georgia,Coweta County
Matrix Insurance: Arnall W Kirby,OPERATIONAL,"25 Greenville Street South, Newnan",33.3728759,-84.7999054,"33.37287589999999,-84.7999054",Newnan,Georgia,Coweta County
Faircloth Insurance Agency,OPERATIONAL,"2700 Ledo Road, Albany",31.6221244,-84.2047924,"31.6221244,-84.20479240000002",Albany,Georgia,Dougherty County
Dan Combs - State Farm Insurance Agent,OPERATIONAL,"583 Highland Crossing Suite 210, Ellijay",34.6637175,-84.487281,"34.6637175,-84.48728100000001",Ellijay,Georgia,Gilmer County
Nick Gardiner - State Farm Insurance Agent,OPERATIONAL,"24 Alicia Lane Suite 1, Dahlonega",34.5243619,-83.9810184,"34.5243619,-83.9810184",Dahlonega,Georgia,Lumpkin County
BB&T Insurance Services,OPERATIONAL,"119 South Parrish Avenue, Adel",31.1366173,-83.4219944,"31.1366173,-83.4219944",Adel,Georgia,Cook County
Colquitt Insurance Services,OPERATIONAL,"15 5th Street Southeast, Moultrie",31.1795445,-83.7826874,"31.179544500000002,-83.7826874",Moultrie,Georgia,Colquitt County
Bernie Hall - COUNTRY Financial representative,OPERATIONAL,"2024 East Pinetree Boulevard Ste A, Thomasville",30.8449512,-83.946847,"30.844951199999997,-83.94684699999998",Thomasville,Georgia,Thomas County
Norton Mountain Insurance,OPERATIONAL,"855 Washington Street, Clarkesville",34.6086747,-83.5224501,"34.6086747,-83.52245009999999",Clarkesville,Georgia,Habersham County
Kenneth Rhodes and Associates Inc: Nationwide Insurance,OPERATIONAL,"60 Bells Plaza Drive #102, Toccoa",34.563487,-83.2910539,"34.56348699999999,-83.29105390000001",Toccoa,Georgia,Stephens County
Aspen Insurance Group LLC,OPERATIONAL,"401 East 1st Street Unit E, Vidalia",32.2154283,-82.4088442,"32.2154283,-82.40884419999998",Vidalia,Georgia,Toombs County
